1962,"02 Jun 1962 - 15:00 ",Group 3,Estadio Sausalito,"Vina Del Mar ",Brazil,0,0,Czechoslovakia," ",14903,0,0,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),231,1462,BRA,TCH
1962,"06 Jun 1962 - 15:00 ",Group 3,Estadio Sausalito,"Vina Del Mar ",Brazil,2,1,Spain," ",18715,0,1,BUSTAMANTE Sergio (CHI),MARINO Esteban (URU),SUNDHEIM Jose Antonio (COL),231,1460,BRA,ESP
1962,"10 Jun 1962 - 14:30 ",Quarter-finals,Estadio Sausalito,"Vina Del Mar ",Brazil,3,1,England," ",17736,1,1,SCHWINTE Pierre (FRA),DIENST Gottfried (SUI),BUSTAMANTE Sergio (CHI),232,1459,BRA,ENG
1962,"13 Jun 1962 - 14:30 ",Semi-finals,Nacional,"Santiago De Chile ",Brazil,4,2,Chile," ",76594,2,1,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),514,1458,BRA,CHI
1962,"17 Jun 1962 - 14:30 ",Final,Nacional,"Santiago De Chile ",Brazil,3,1,Czechoslovakia," ",68679,1,1,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,BRA,TCH
1966,"12 Jul 1966 - 19:30 ",Group 3,Goodison Park,"Liverpool ",Brazil,2,0,Bulgaria," ",47308,1,0,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,BRA,BUL
1966,"15 Jul 1966 - 19:30 ",Group 3,Goodison Park,"Liverpool ",Hungary,3,1,Brazil," ",51387,1,1,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),238,1597,HUN,BRA
1966,"19 Jul 1966 - 19:30 ",Group 3,Goodison Park,"Liverpool ",Portugal,3,1,Brazil," ",58479,2,0,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),238,1598,POR,BRA
1970,"03 Jun 1970 - 16:00 ",Group 3,Jalisco,"Guadalajara ",Brazil,4,1,Czechoslovakia," ",52897,1,1,BARRETO RUIZ Ramon (URU),KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),250,1770,BRA,TCH
1970,"07 Jun 1970 - 12:00 ",Group 3,Jalisco,"Guadalajara ",Brazil,1,0,England," ",66843,0,0,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),250,1764,BRA,ENG
1970,"10 Jun 1970 - 16:00 ",Group 3,Jalisco,"Guadalajara ",Brazil,3,2,Romania," ",50804,2,1,MARSCHALL Ferdinand (AUT),BARRETO RUIZ Ramon (URU),LORAUX Vital (BEL),250,1769,BRA,ROU
1970,"14 Jun 1970 - 12:00 ",Quarter-finals,Jalisco,"Guadalajara ",Brazil,4,2,Peru," ",54233,2,1,LORAUX Vital (BEL),MARSCHALL Ferdinand (AUT),EMSBERGER Gyula (HUN),251,1768,BRA,PER
1970,"17 Jun 1970 - 16:00 ",Semi-finals,Jalisco,"Guadalajara ",Brazil,3,1,Uruguay," ",51261,1,1,ORTIZ DE MENDIBIL Jose Maria (ESP),BAKHRAMOV Tofik (URS),MARSCHALL Ferdinand (AUT),569,1771,BRA,URU
1970,"21 Jun 1970 - 12:00 ",Final,Estadio Azteca,"Mexico City ",Brazil,4,1,Italy," ",107412,1,1,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),3476,1765,BRA,ITA
1974,"13 Jun 1974 - 17:00 ",Group 2,Waldstadion,"Frankfurt/Main ",Brazil,0,0,Yugoslavia," ",62000,0,0,SCHEURER Ruedi (SUI),LORAUX Vital (BEL),PESTARINO Luis (ARG),262,1986,BRA,YUG
1974,"18 Jun 1974 - 19:30 ",Group 2,Waldstadion,"Frankfurt/Main ",Scotland,0,0,Brazil," ",62000,0,0,VAN GEMERT Arie (NED),PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),262,1985,SCO,BRA
1974,"22 Jun 1974 - 16:00 ",Group 2,Parkstadion,"Gelsenkirchen ",Zaire,0,3,Brazil," ",36200,0,1,RAINEA Nicolae (ROU),ANGONESE Aurelio (ITA),OHMSEN Klaus (GER),262,1987,ZAI,BRA
1974,"26 Jun 1974 - 19:30 ",Group A,Niedersachsenstadion,"Hanover ",Brazil,1,0,German DR," ",59863,0,0,THOMAS Clive (WAL),BABACAN Dogan (TUR),BOSKOVIC Tony (AUS),263,1982,BRA,GDR
1974,"30 Jun 1974 - 16:00 ",Group A,Niedersachsenstadion,"Hanover ",Argentina,1,2,Brazil," ",39400,1,1,LORAUX Vital (BEL),NDIAYE Birame (SEN),TAYLOR John (ENG),263,1945,ARG,BRA
1974,"03 Jul 1974 - 19:30 ",Group A,Westfalenstadion,"Dortmund ",Netherlands,2,0,Brazil," ",53700,0,0,TSCHENSCHER Kurt (GER),DAVIDSON Bob (SCO),SUPPIAH George (SIN),263,1983,NED,BRA
1974,"06 Jul 1974 - 16:00 ",Match for third place,Olympiastadion,"Munich ",Brazil,0,1,Poland," ",77100,0,0,ANGONESE Aurelio (ITA),NAMDAR Jafar (IRN),NDIAYE Birame (SEN),264,1984,BRA,POL
1978,"03 Jun 1978 - 13:45 ",Group 3,Estadio Jos� Mar�a Minella,"Mar Del Plata ",Sweden,1,1,Brazil," ",32569,1,1,THOMAS Clive (WAL),JARGUZ Alojzy (POL),NAMDAR Jafar (IRN),278,2253,SWE,BRA
1978,"07 Jun 1978 - 13:45 ",Group 3,Estadio Jos� Mar�a Minella,"Mar Del Plata ",Brazil,0,0,Spain," ",34771,0,0,GONELLA Sergio (ITA),KLEIN Abraham (ISR),ITHURRALDE Arturo Andres (ARG),278,2246,BRA,ESP
1978,"11 Jun 1978 - 13:45 ",Group 3,Estadio Jos� Mar�a Minella,"Mar Del Plata ",Brazil,1,0,Austria," ",35221,1,0,WURTZ Robert (FRA),BOUZO Farouk (SYR),GEBREYESUS DIFUE Tesfaye (ERI),278,2215,BRA,AUT
1978,"14 Jun 1978 - 16:45 ",Group B,San Martin,"Mendoza ",Brazil,3,0,Peru," ",31278,2,0,RAINEA Nicolae (ROU),DUBACH Jean (SUI),WINSEMANN Werner (CAN),279,2251,BRA,PER
1978,"18 Jun 1978 - 19:15 ",Group B,Arroyito - Estadio Dr. Lisandro de la Torre,"Rosario ",Argentina,0,0,Brazil," ",37326,0,0,PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),PROKOP Adolf (GDR),279,2196,ARG,BRA
1978,"21 Jun 1978 - 16:45 ",Group B,San Martin,"Mendoza ",Brazil,3,1,Poland," ",39586,1,1,SILVAGNO CAVANNA Juan (CHI),IVANOV Anatoly (URS),GONZALEZ ARCHUNDIA Alfonso (MEX),279,2252,BRA,POL
1978,"24 Jun 1978 - 15:00 ",Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,"Buenos Aires ",Brazil,2,1,Italy," ",69659,0,1,KLEIN Abraham (ISR),GONZALEZ ARCHUNDIA Alfonso (MEX),PALOTAI Karoly (HUN),280,2247,BRA,ITA
1982,"14 Jun 1982 - 21:00 ",Group 6,Ramon Sanchez Pizjuan,"Seville ",Brazil,2,1,Soviet Union," ",68000,0,1,LAMO CASTILLO Augusto (ESP),SANCHEZ ARMINIO Victoriano (ESP),GARCIA CARRION Jose L. (ESP),293,791,BRA,URS
1982,"18 Jun 1982 - 21:00 ",Group 6,Benito Villamarin,"Seville ",Brazil,4,1,Scotland," ",47379,1,1,SILES Jesus Paulino (CRC),CHAN Thomson Tam Sun (HKG),PROKOP Adolf (GDR),293,790,BRA,SCO
1982,"23 Jun 1982 - 21:00 ",Group 6,Benito Villamarin,"Seville ",Brazil,4,0,New Zealand," ",43000,2,0,MATOVINOVIC Damir (CRO),KLEIN Abraham (ISR),CORVER Charles (NED),293,789,BRA,NZL
1982,"02 Jul 1982 - 17:15 ",Group 3,Sarria,"Barcelona ",Argentina,1,3,Brazil," ",44000,0,1,RUBIO VAZQUEZ Mario (MEX),ARISTIZABAL MURCIA Gilberto (COL),CASTRO Gaston (CHI),294,750,ARG,BRA
1982,"05 Jul 1982 - 17:15 ",Group 3,Sarria,"Barcelona ",Italy,3,2,Brazil," ",44000,2,1,KLEIN Abraham (ISR),CHAN Thomson Tam Sun (HKG),DOTCHEV Bogdan (BUL),294,788,ITA,BRA
1986,"01 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Spain,0,1,Brazil," ",35748,0,0,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),308,439,ESP,BRA
1986,"06 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Brazil,1,0,Algeria," ",48000,0,0,MENDEZ MOLINA Romulo (GUA),MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),308,377,BRA,ALG
1986,"12 Jun 1986 - 12:00 ",Group D,Jalisco,"Guadalajara ",Northern Ireland,0,3,Brazil," ",51000,0,2,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308,441,NIR,BRA
1986,"16 Jun 1986 - 12:00 ",Round of 16,Jalisco,"Guadalajara ",Brazil,4,0,Poland," ",45000,1,0,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309,444,BRA,POL
1986,"21 Jun 1986 - 12:00 ",Quarter-finals,Jalisco,"Guadalajara ",Brazil,1,1,France,"France win on penalties (3 - 4) ",65000,0,0,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714,440,BRA,FRA
1990,"10 Jun 1990 - 21:00 ",Group C,Stadio delle Alpi,"Turin ",Brazil,2,1,Sweden," ",62628,1,0,LANESE Tullio (ITA),VAUTROT Michel (FRA),JOUINI Neji (TUN),322,75,BRA,SWE
1990,"16 Jun 1990 - 17:00 ",Group C,Stadio delle Alpi,"Turin ",Brazil,1,0,Costa Rica," ",58007,1,0,JOUINI Neji (TUN),DIRAMBA Jean Fidele (GAB),MANDI Jassim (BHR),322,73,BRA,CRC
1990,"20 Jun 1990 - 21:00 ",Group C,Stadio delle Alpi,"Turin ",Brazil,1,0,Scotland," ",62502,0,0,KOHL Helmut (AUT),LISTKIEWICZ Michal (POL),KIRSCHEN Siegfried (GER),322,74,BRA,SCO
1990,"24 Jun 1990 - 17:00 ",Round of 16,Stadio delle Alpi,"Turin ",Brazil,0,1,Argentina," ",61381,0,0,QUINIOU Joel (FRA),SPIRIN Alexey (RUS),PAIRETTO Pierluigi (ITA),323,25,BRA,ARG
1994,"20 Jun 1994 - 16:00 ",Group B,Stanford Stadium,"San Francisco ",Brazil,2,0,Russia," ",81061,1,0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,BRA,RUS
1994,"24 Jun 1994 - 16:00 ",Group B,Stanford Stadium,"San Francisco ",Brazil,3,0,Cameroon," ",83401,1,0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,BRA,CMR
1994,"28 Jun 1994 - 16:00 ",Group B,Pontiac Silverdome,"Detroit ",Brazil,1,1,Sweden," ",77217,0,1,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,BRA,SWE
1994,"04 Jul 1994 - 12:30 ",Round of 16,Stanford Stadium,"San Francisco ",Brazil,1,0,USA," ",84147,0,0,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,BRA,USA
1994,"09 Jul 1994 - 14:30 ",Quarter-finals,Cotton Bowl,"Dallas ",Netherlands,2,3,Brazil," ",63500,0,0,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,NED,BRA
1994,"13 Jul 1994 - 16:30 ",Semi-finals,Rose Bowl,"Los Angeles ",Sweden,0,1,Brazil," ",91856,0,0,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,SWE,BRA
1994,"17 Jul 1994 - 12:30 ",Final,Rose Bowl,"Los Angeles ",Brazil,0,0,Italy,"Brazil win on penalties (3 - 2) ",94194,0,0,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,BRA,ITA
1998,"10 Jun 1998 - 17:30 ",Group A,Stade de France,"Saint-Denis ",Brazil,2,1,Scotland," ",80000,1,1,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,BRA,SCO
1998,"16 Jun 1998 - 21:00 ",Group A,La Beaujoire,"Nantes ",Brazil,3,0,Morocco," ",35500,2,0,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014,8742,BRA,MAR
1998,"23 Jun 1998 - 21:00 ",Group A,Stade V�lodrome,"Marseilles ",Brazil,1,2,Norway," ",55000,0,0,BAHARMAST Esse (USA),MAZZEI Gennaro (ITA),DANTE Dramane (MLI),1014,8759,BRA,NOR
1998,"27 Jun 1998 - 21:00 ",Round of 16,Parc des Princes,"Paris ",Brazil,4,1,Chile," ",45500,3,0,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM),1024,8773,BRA,CHI
1998,"03 Jul 1998 - 21:00 ",Quarter-finals,La Beaujoire,"Nantes ",Brazil,3,2,Denmark," ",35500,2,1,EL GHANDOUR Gamal (EGY),MANSRI Mohamed (TUN),DANTE Dramane (MLI),1025,8782,BRA,DEN
1998,"07 Jul 1998 - 21:00 ",Semi-finals,Stade V�lodrome,"Marseilles ",Brazil,1,1,Netherlands,"Brazil win on penalties (4 - 2) ",54000,0,0,BUJSAIM Ali (UAE),GHADANFARI Hussain (KUW),AL MUSAWI Mohamed (OMA),1026,8785,BRA,NED
1998,"12 Jul 1998 - 21:00 ",Final,Stade de France,"Saint-Denis ",Brazil,0,3,France," ",80000,0,2,BELQOLA Said (MAR),WARREN Mark (ENG),SALIE Achmat (RSA),1027,8788,BRA,FRA
2002,"03 June 2002 - 18:00 ",Group C,Munsu Football Stadium,"Ulsan ",Brazil,2,1,Turkey," ",33842,0,1,KIM Young Joo (KOR),KRISHNAN Visva (SIN),FERNANDEZ Vladimir (SLV),43950100,43950010,BRA,TUR
2002,"08 Jun 2002 - 20:30 ",Group C,Jeju World Cup Stadium,"Jeju ",Brazil,4,0,China PR," ",36750,3,0,FRISK Anders (SWE),LINDBERG Leif (SWE),FIERRO Bomer (ECU),43950100,43950026,BRA,CHN
2002,"13 Jun 2002 - 15:30 ",Group C,Suwon World Cup Stadium,"Suwon ",Costa Rica,2,5,Brazil," ",38524,1,3,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),BEREUTER Egon (AUT),43950100,43950041,CRC,BRA
2002,"17 Jun 2002 - 20:30 ",Round of 16,Kobe Wing Stadium,"Kobe ",Brazil,2,0,Belgium," ",40440,0,0,PRENDERGAST Peter (JAM),DUPANOV Yuri (BLR),SAEED Mohamed (MDV),43950200,43950054,BRA,BEL
2002,"21 Jun 2002 - 15:30 ",Quarter-finals,Shizuoka Stadium Ecopa,"Shizuoka ",England,1,2,Brazil," ",47436,1,1,RAMOS RIZO Felipe (MEX),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950300,43950057,ENG,BRA
2002,"26 Jun 2002 - 20:30 ",Semi-finals,Saitama Stadium 2002,"Saitama ",Brazil,1,0,Turkey," ",61058,0,0,NIELSEN Kim Milton (DEN),WIERZBOWSKI Maciej (POL),SRAMKA Igor (SVK),43950400,43950062,BRA,TUR
2002,"30 Jun 2002 - 20:00 ",Final,International Stadium Yokohama,"Yokohama ",Germany,0,2,Brazil," ",69029,0,0,COLLINA Pierluigi (ITA),LINDBERG Leif (SWE),SHARP Philip (ENG),43950600,43950064,GER,BRA
2006,"13 Jun 2006 - 21:00 ",Group F,Olympiastadion,"Berlin ",Brazil,1,0,Croatia," ",72000,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410011,BRA,CRO
2006,"18 Jun 2006 - 18:00 ",Group F,"FIFA World Cup Stadium, Munich","Munich ",Brazil,2,0,Australia," ",66000,0,0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410027,BRA,AUS
2006,"22 Jun 2006 - 21:00 ",Group F,"FIFA World Cup Stadium, Dortmund","Dortmund ",Japan,1,4,Brazil," ",65000,1,1,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410043,JPN,BRA
2006,"27 Jun 2006 - 17:00 ",Round of 16,"FIFA World Cup Stadium, Dortmund","Dortmund ",Brazil,3,0,Ghana," ",65000,2,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410200,97410055,BRA,GHA
2006,"01 Jul 2006 - 21:00 ",Quarter-finals,"FIFA World Cup Stadium, Frankfurt","Frankfurt/Main ",Brazil,0,1,France," ",48000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410300,97410060,BRA,FRA
2010,"15 Jun 2010 - 20:30 ",Group G,Ellis Park Stadium,"Johannesburg ",Brazil,2,1,Korea DPR," ",54331,0,0,KASSAI Viktor (HUN),EROS Gabor (HUN),VAMOS Tibor (HUN),249722,300061490,BRA,PRK
2010,"20 Jun 2010 - 20:30 ",Group G,Soccer City Stadium,"Johannesburg ",Brazil,3,1,C�te d'Ivoire," ",84455,1,0,St�phane LANNOY (FRA),DANSAULT Eric (FRA),UGO Laurent (FRA),249722,300061488,BRA,CIV
2010,"25 Jun 2010 - 16:00 ",Group G,Durban Stadium,"Durban ",Portugal,0,0,Brazil," ",62712,0,0,ARCHUNDIA Benito (MEX),VERGARA Hector (CAN),TORRENTERA Marvin (MEX),249722,300111111,POR,BRA
2010,"28 Jun 2010 - 20:30 ",Round of 16,Ellis Park Stadium,"Johannesburg ",Brazil,3,0,Chile," ",54096,2,0,WEBB Howard (ENG),Darren CANN (ENG),MULLARKEY Michael (ENG),249717,300061500,BRA,CHI
2010,"02 Jul 2010 - 16:00 ",Quarter-finals,Port Elizabeth Stadium,"Nelson Mandela Bay/Port Elizabeth ",Netherlands,2,1,Brazil," ",40186,0,1,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),JEONG Hae Sang (KOR),249718,300061507,NED,BRA
2014,"12 Jun 2014 - 17:00 ",Group A,Arena de Sao Paulo,"Sao Paulo ",Brazil,3,1,Croatia," ",62103,1,1,NISHIMURA Yuichi (JPN),SAGARA Toru (JPN),NAGI Toshiyuki (JPN),255931,300186456,BRA,CRO
2014,"17 Jun 2014 - 16:00 ",Group A,Estadio Castelao,"Fortaleza ",Brazil,0,0,Mexico," ",60342,0,0,C�neyt �AKIR (TUR),DURAN Bahattin (TUR),ONGUN Tarik (TUR),255931,300186509,BRA,MEX
2014,"23 Jun 2014 - 17:00 ",Group A,Estadio Nacional,"Brasilia ",Cameroon,1,4,Brazil," ",69112,1,2,ERIKSSON Jonas (SWE),KLASENIUS Mathias (SWE),WARNMARK Daniel (SWE),255931,300186472,CMR,BRA
2014,"28 Jun 2014 - 13:00 ",Round of 16,Estadio Mineirao,"Belo Horizonte ",Brazil,1,1,Chile,"Brazil win on penalties (3 - 2) ",57714,0,0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),255951,300186487,BRA,CHI
2014,"04 Jul 2014 - 17:00 ",Quarter-finals,Estadio Castelao,"Fortaleza ",Brazil,2,1,Colombia," ",60342,1,0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255953,300186461,BRA,COL
2014,"08 Jul 2014 - 17:00 ",Semi-finals,Estadio Mineirao,"Belo Horizonte ",Brazil,1,7,Germany," ",58141,0,5,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),255955,300186474,BRA,GER
2014,"12 Jul 2014 - 17:00 ",Play-off for third place,Estadio Nacional,"Brasilia ",Brazil,0,3,Netherlands," ",68034,0,2,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255957,300186502,BRA,NED
2014,"28 Jun 2014 - 13:00 ",Round of 16,Estadio Mineirao,"Belo Horizonte ",Brazil,1,1,Chile,"Brazil win on penalties (3 - 2) ",57714,0,0,WEBB Howard (ENG),MULLARKEY Michael (ENG),Darren CANN (ENG),255951,300186487,BRA,CHI
2014,"04 Jul 2014 - 17:00 ",Quarter-finals,Estadio Castelao,"Fortaleza ",Brazil,2,1,Colombia," ",60342,1,0,Carlos VELASCO CARBALLO (ESP),ALONSO FERNANDEZ Roberto (ESP),YUSTE Juan (ESP),255953,300186461,BRA,COL
2014,"08 Jul 2014 - 17:00 ",Semi-finals,Estadio Mineirao,"Belo Horizonte ",Brazil,1,7,Germany," ",58141,0,5,RODRIGUEZ Marco (MEX),TORRENTERA Marvin (MEX),QUINTERO Marcos (MEX),255955,300186474,BRA,GER
2014,"12 Jul 2014 - 17:00 ",Play-off for third place,Estadio Nacional,"Brasilia ",Brazil,0,3,Netherlands," ",68034,0,2,HAIMOUDI Djamel (ALG),ACHIK Redouane (MAR),ETCHIALI Abdelhak (ALG),255957,300186502,BRA,NED
